field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M
271623002471299,47.0643,-95.9458,2020-01-30,-16.98,-13.19,-20.77,0.0,7.96,78.69,5.12
271623002471299,47.0643,-95.9458,2020-01-31,-14.52,-9.07,-19.97,0.08,5.2,94.95,3.99
271623002471299,47.0643,-95.9458,2020-02-01,-11.22,-5.83,-16.61,0.0,5.46,74.17,4.09
271623002471299,47.0643,-95.9458,2020-02-02,-17.43,-13.91,-20.95,0.46,7.19,81.52,2.39
271623002471299,47.0643,-95.9458,2020-02-03,-22.18,-16.2,-28.16,1.9,9.72,83.38,5.04
271623002471299,47.0643,-95.9458,2020-02-04,-13.29,-9.12,-17.46,0.09,6.28,71.39,3.11
271623002471299,47.0643,-95.9458,2020-02-05,-15.52,-9.68,-21.36,0.0,5.87,83.72,5.86
271623002471299,47.0643,-95.9458,2020-02-06,-17.11,-14.63,-19.59,0.42,5.54,70.23,2.83
271623002471299,47.0643,-95.9458,2020-02-07,-19.04,-14.95,-23.13,0.34,8.9,78.14,2.92
271623002471299,47.0643,-95.9458,2020-02-08,-18.98,-15.78,-22.18,0.0,9.7,79.36,3.42
271623002471299,47.0643,-95.9458,2020-02-09,-24.56,-18.58,-30.54,0.0,9.88,80.7,5.15
271623002471299,47.0643,-95.9458,2020-02-10,-11.02,-5.5,-16.54,0.0,5.59,87.5,6.38
271623002471299,47.0643,-95.9458,2020-02-11,-16.57,-10.62,-22.52,0.01,4.53,81.89,2.85
271623002471299,47.0643,-95.9458,2020-02-12,-18.48,-15.94,-21.02,0.0,2.9,87.0,5.19
271623002471299,47.0643,-95.9458,2020-02-13,-15.74,-10.87,-20.61,0.0,11.47,74.82,3.12
271623002471299,47.0643,-95.9458,2020-02-14,-20.5,-15.12,-25.88,0.0,8.63,73.19,4.56
271623002471299,47.0643,-95.9458,2020-02-15,-10.62,-6.07,-15.17,0.0,8.47,78.27,2.1
271623002471299,47.0643,-95.9458,2020-02-16,-15.05,-12.75,-17.35,3.51,8.67,64.18,3.2
271623002471299,47.0643,-95.9458,2020-02-17,-15.78,-13.27,-18.29,0.0,7.96,90.15,2.41
271623002471299,47.0643,-95.9458,2020-02-18,-10.92,-8.08,-13.76,0.0,4.7,89.69,5.57
271623002471299,47.0643,-95.9458,2020-02-19,-12.25,-7.77,-16.73,0.0,7.26,92.95,2.72
271623002471299,47.0643,-95.9458,2020-02-20,-9.44,-3.91,-14.97,0.0,8.43,77.78,2.66
271623002471299,47.0643,-95.9458,2020-02-21,-9.66,-4.2,-15.12,0.47,7.36,79.18,3.3
271623002471299,47.0643,-95.9458,2020-02-22,-10.1,-7.21,-12.99,0.93,5.85,73.35,6.51
271623002471299,47.0643,-95.9458,2020-02-23,-13.23,-10.46,-16.0,0.0,10.11,91.84,1.05
271623002471299,47.0643,-95.9458,2020-02-24,-13.74,-10.14,-17.34,1.15,13.24,81.67,3.72
271623002471299,47.0643,-95.9458,2020-02-25,-11.32,-5.47,-17.17,0.0,9.58,84.53,5.01
271623002471299,47.0643,-95.9458,2020-02-26,-12.91,-8.49,-17.33,0.0,7.88,69.91,5.3
271623002471299,47.0643,-95.9458,2020-02-27,-12.5,-10.49,-14.51,1.16,14.12,75.16,1.58
271623002471299,47.0643,-95.9458,2020-02-28,-13.27,-10.99,-15.55,0.6,8.26,71.49,6.68
271623002471299,47.0643,-95.9458,2020-02-29,-12.28,-9.04,-15.52,0.0,8.44,71.97,4.72
271623002471299,47.0643,-95.9458,2020-03-01,-9.81,-4.05,-15.57,3.5,12.55,72.27,3.16
271623002471299,47.0643,-95.9458,2020-03-02,-11.44,-8.29,-14.59,0.0,10.81,66.99,2.95
271623002471299,47.0643,-95.9458,2020-03-03,-13.74,-10.89,-16.59,0.0,11.59,88.7,2.44
271623002471299,47.0643,-95.9458,2020-03-04,-10.33,-6.27,-14.39,0.61,12.08,82.53,1.73
271623002471299,47.0643,-95.9458,2020-03-05,-11.4,-8.6,-14.2,0.0,9.75,77.14,5.7
271623002471299,47.0643,-95.9458,2020-03-06,-9.72,-6.06,-13.38,0.32,10.71,73.63,2.35
271623002471299,47.0643,-95.9458,2020-03-07,-9.87,-7.85,-11.89,2.2,15.31,83.19,4.98
271623002471299,47.0643,-95.9458,2020-03-08,-6.89,-2.82,-10.96,0.0,17.45,76.54,6.91
271623002471299,47.0643,-95.9458,2020-03-09,-13.75,-9.08,-18.42,1.36,13.21,92.36,3.02
271623002471299,47.0643,-95.9458,2020-03-10,-12.16,-8.14,-16.18,1.19,9.58,86.74,2.51
271623002471299,47.0643,-95.9458,2020-03-11,-10.74,-7.75,-13.73,2.18,12.64,64.93,3.72
271623002471299,47.0643,-95.9458,2020-03-12,-8.68,-5.54,-11.82,0.0,13.5,71.69,5.69
271623002471299,47.0643,-95.9458,2020-03-13,-7.05,-2.27,-11.83,0.1,14.06,67.42,5.03
271623002471299,47.0643,-95.9458,2020-03-14,-9.38,-5.7,-13.06,1.32,13.71,70.35,1.21
271623002471299,47.0643,-95.9458,2020-03-15,-7.36,-5.34,-9.38,0.0,10.58,75.84,1.06
271623002471299,47.0643,-95.9458,2020-03-16,-4.78,0.21,-9.77,0.0,12.44,70.85,3.36
271623002471299,47.0643,-95.9458,2020-03-17,-6.45,-4.33,-8.57,0.0,15.99,71.7,2.62
271623002471299,47.0643,-95.9458,2020-03-18,-5.21,-2.7,-7.72,0.04,15.95,66.95,5.19
271623002471299,47.0643,-95.9458,2020-03-19,-2.77,-0.23,-5.31,0.0,14.31,82.34,4.46
271623002471299,47.0643,-95.9458,2020-03-20,-5.44,-0.4,-10.48,0.0,16.04,74.95,1.17
271623002471299,47.0643,-95.9458,2020-03-21,-5.65,-3.57,-7.73,0.0,15.08,82.03,4.0
271623002471299,47.0643,-95.9458,2020-03-22,-7.86,-3.25,-12.47,4.48,10.69,74.96,4.29
271623002471299,47.0643,-95.9458,2020-03-23,-4.21,0.47,-8.89,0.37,15.45,70.04,1.57
271623002471299,47.0643,-95.9458,2020-03-24,-2.93,2.06,-7.92,0.0,17.54,82.87,0.48
271623002471299,47.0643,-95.9458,2020-03-25,-3.83,-0.58,-7.08,4.76,15.09,63.89,5.44
271623002471299,47.0643,-95.9458,2020-03-26,-0.52,3.99,-5.03,0.0,16.67,76.02,1.11
271623002471299,47.0643,-95.9458,2020-03-27,-4.6,1.34,-10.54,0.64,14.33,66.74,4.63
271623002471299,47.0643,-95.9458,2020-03-28,-5.5,-0.1,-10.9,0.17,15.16,84.53,3.48
271623002471299,47.0643,-95.9458,2020-03-29,-1.01,2.73,-4.75,5.05,11.97,71.52,6.7
271623002471299,47.0643,-95.9458,2020-03-30,-5.3,-1.56,-9.04,0.47,14.91,82.18,1.73
271623002471299,47.0643,-95.9458,2020-03-31,2.27,5.25,-0.71,0.0,18.43,67.02,3.06
271623002471299,47.0643,-95.9458,2020-04-01,3.01,5.74,0.28,0.0,16.8,75.02,2.69
271623002471299,47.0643,-95.9458,2020-04-02,1.42,4.53,-1.69,0.0,13.44,75.9,3.8
271623002471299,47.0643,-95.9458,2020-04-03,-1.6,3.43,-6.63,1.56,13.42,58.35,4.15
271623002471299,47.0643,-95.9458,2020-04-04,0.79,5.56,-3.98,0.0,17.41,64.46,3.17
271623002471299,47.0643,-95.9458,2020-04-05,-2.9,2.08,-7.88,0.0,16.09,70.34,2.86
271623002471299,47.0643,-95.9458,2020-04-06,0.04,2.81,-2.73,0.0,18.03,58.81,3.43
271623002471299,47.0643,-95.9458,2020-04-07,1.11,5.05,-2.83,5.63,18.53,65.41,3.81
271623002471299,47.0643,-95.9458,2020-04-08,2.12,5.03,-0.79,0.0,18.06,81.53,4.16
271623002471299,47.0643,-95.9458,2020-04-09,0.14,4.35,-4.07,0.2,23.94,77.81,2.72
271623002471299,47.0643,-95.9458,2020-04-10,3.82,7.7,-0.06,0.0,15.08,72.39,4.45
271623002471299,47.0643,-95.9458,2020-04-11,4.57,9.86,-0.72,0.0,16.55,81.25,4.95
271623002471299,47.0643,-95.9458,2020-04-12,3.63,7.88,-0.62,0.0,18.21,75.02,3.97
271623002471299,47.0643,-95.9458,2020-04-13,2.98,8.14,-2.18,0.0,14.5,62.17,3.77
271623002471299,47.0643,-95.9458,2020-04-14,-1.6,4.36,-7.56,0.0,19.8,62.71,2.58
271623002471299,47.0643,-95.9458,2020-04-15,3.05,5.88,0.22,0.0,12.15,67.99,3.26
271623002471299,47.0643,-95.9458,2020-04-16,4.26,6.27,2.25,0.0,19.24,64.8,3.31
271623002471299,47.0643,-95.9458,2020-04-17,4.64,9.45,-0.17,0.0,22.41,63.18,0.86
271623002471299,47.0643,-95.9458,2020-04-18,5.38,10.02,0.74,0.83,15.27,58.87,3.4
271623002471299,47.0643,-95.9458,2020-04-19,8.86,11.15,6.57,0.0,16.28,65.09,6.33
271623002471299,47.0643,-95.9458,2020-04-20,3.44,5.94,0.94,1.89,18.11,78.45,3.38
271623002471299,47.0643,-95.9458,2020-04-21,4.67,6.83,2.51,0.0,19.16,66.79,5.02
271623002471299,47.0643,-95.9458,2020-04-22,11.44,16.78,6.1,4.95,22.74,81.24,3.99
271623002471299,47.0643,-95.9458,2020-04-23,6.36,11.39,1.33,0.0,20.13,58.78,1.28
271623002471299,47.0643,-95.9458,2020-04-24,8.21,12.75,3.67,0.0,22.58,75.16,4.75
271623002471299,47.0643,-95.9458,2020-04-25,5.34,10.77,-0.09,0.0,22.93,66.49,2.84
271623002471299,47.0643,-95.9458,2020-04-26,11.89,16.09,7.69,0.0,18.3,65.81,5.22
271623002471299,47.0643,-95.9458,2020-04-27,10.45,14.51,6.39,1.94,19.51,60.46,3.59
271623002471299,47.0643,-95.9458,2020-04-28,9.23,14.26,4.2,2.64,22.31,71.17,5.81
271623002471299,47.0643,-95.9458,2020-04-29,11.11,15.9,6.32,0.0,19.08,78.9,3.65
271623002471299,47.0643,-95.9458,2020-04-30,9.17,13.37,4.97,0.19,21.85,85.58,3.84
271623002471299,47.0643,-95.9458,2020-05-01,8.22,13.55,2.89,0.0,20.82,65.77,2.25
271623002471299,47.0643,-95.9458,2020-05-02,9.11,15.03,3.19,0.0,25.34,60.12,3.53
271623002471299,47.0643,-95.9458,2020-05-03,12.8,18.32,7.28,0.65,19.37,69.48,2.5
271623002471299,47.0643,-95.9458,2020-05-04,13.26,18.54,7.98,0.0,19.71,64.06,5.9
271623002471299,47.0643,-95.9458,2020-05-05,13.8,16.39,11.21,0.0,21.01,61.39,5.57
271623002471299,47.0643,-95.9458,2020-05-06,8.61,11.9,5.32,0.0,20.4,63.55,2.15
271623002471299,47.0643,-95.9458,2020-05-07,12.06,14.23,9.89,2.62,25.56,69.74,2.63
271623002471299,47.0643,-95.9458,2020-05-08,9.58,15.5,3.66,0.0,17.41,75.8,4.41
271623002471299,47.0643,-95.9458,2020-05-09,8.07,13.57,2.57,0.0,18.79,57.72,3.73
271623002471299,47.0643,-95.9458,2020-05-10,12.24,16.86,7.62,0.0,19.08,45.56,4.75
271623002471299,47.0643,-95.9458,2020-05-11,11.0,15.6,6.4,4.35,24.98,71.08,2.87
271623002471299,47.0643,-95.9458,2020-05-12,11.76,16.8,6.72,0.08,25.47,76.23,4.88
271623002471299,47.0643,-95.9458,2020-05-13,21.32,26.31,16.33,0.0,17.82,75.04,5.23
271623002471299,47.0643,-95.9458,2020-05-14,15.95,20.73,11.17,0.11,20.1,67.56,2.8
271623002471299,47.0643,-95.9458,2020-05-15,13.42,17.54,9.3,3.78,23.13,67.06,4.53
271623002471299,47.0643,-95.9458,2020-05-16,17.14,20.1,14.18,0.38,19.72,59.4,4.28
271623002471299,47.0643,-95.9458,2020-05-17,15.07,20.29,9.85,2.79,22.68,69.91,5.36
271623002471299,47.0643,-95.9458,2020-05-18,13.53,18.09,8.97,0.0,25.17,65.03,6.9
271623002471299,47.0643,-95.9458,2020-05-19,16.51,20.44,12.58,0.0,24.86,55.48,3.14
271623002471299,47.0643,-95.9458,2020-05-20,18.15,24.06,12.24,0.82,22.51,53.6,3.08
271623002471299,47.0643,-95.9458,2020-05-21,16.35,20.78,11.92,0.0,21.9,70.01,3.3
271623002471299,47.0643,-95.9458,2020-05-22,17.73,21.14,14.32,2.53,19.52,58.85,1.85
271623002471299,47.0643,-95.9458,2020-05-23,14.43,18.94,9.92,2.74,18.84,61.19,5.51
271623002471299,47.0643,-95.9458,2020-05-24,13.76,16.12,11.4,0.0,20.99,64.09,3.07
271623002471299,47.0643,-95.9458,2020-05-25,19.72,25.61,13.83,0.0,25.31,76.93,2.54
271623002471299,47.0643,-95.9458,2020-05-26,17.72,21.65,13.79,3.73,27.75,61.8,4.63
271623002471299,47.0643,-95.9458,2020-05-27,19.56,25.43,13.69,3.54,22.84,84.52,3.51
271623002471299,47.0643,-95.9458,2020-05-28,19.32,24.48,14.16,0.0,20.98,55.05,3.62
271623002471299,47.0643,-95.9458,2020-05-29,17.07,21.41,12.73,7.89,19.99,68.03,4.69
271623002471299,47.0643,-95.9458,2020-05-30,24.22,28.47,19.97,0.71,24.17,77.12,5.08
271623002471299,47.0643,-95.9458,2020-05-31,21.16,24.79,17.53,0.0,22.27,69.67,3.58
271623002471299,47.0643,-95.9458,2020-06-01,18.52,24.07,12.97,0.0,23.52,51.7,4.64
271623002471299,47.0643,-95.9458,2020-06-02,19.66,23.34,15.98,0.49,17.49,59.85,4.35
271623002471299,47.0643,-95.9458,2020-06-03,17.63,23.44,11.82,0.0,23.75,56.92,5.18
271623002471299,47.0643,-95.9458,2020-06-04,25.13,27.53,22.73,2.32,22.12,70.22,3.8
271623002471299,47.0643,-95.9458,2020-06-05,19.41,21.9,16.92,1.8,24.64,56.66,2.17
271623002471299,47.0643,-95.9458,2020-06-06,20.54,25.69,15.39,0.0,23.41,69.77,5.38
271623002471299,47.0643,-95.9458,2020-06-07,25.08,27.91,22.25,0.0,25.53,67.28,3.02
271623002471299,47.0643,-95.9458,2020-06-08,24.68,26.69,22.67,0.48,28.08,66.45,4.83
271623002471299,47.0643,-95.9458,2020-06-09,23.37,25.47,21.27,0.0,27.09,63.65,2.93
271623002471299,47.0643,-95.9458,2020-06-10,21.24,23.45,19.03,2.3,25.24,61.83,2.29
271623002471299,47.0643,-95.9458,2020-06-11,22.68,25.12,20.24,0.0,20.93,64.22,3.85
271623002471299,47.0643,-95.9458,2020-06-12,23.42,27.51,19.33,0.0,18.99,64.63,3.88
271623002471299,47.0643,-95.9458,2020-06-13,20.09,24.83,15.35,0.0,24.26,64.41,3.69
271623002471299,47.0643,-95.9458,2020-06-14,25.8,28.06,23.54,0.0,25.61,54.92,2.6
271623002471299,47.0643,-95.9458,2020-06-15,19.34,23.46,15.22,0.0,31.16,58.7,3.58
271623002471299,47.0643,-95.9458,2020-06-16,21.76,26.36,17.16,4.09,19.31,63.4,5.6
271623002471299,47.0643,-95.9458,2020-06-17,23.72,27.53,19.91,0.0,26.24,68.38,4.89
271623002471299,47.0643,-95.9458,2020-06-18,22.37,24.98,19.76,0.22,21.91,63.06,3.42
271623002471299,47.0643,-95.9458,2020-06-19,27.16,32.41,21.91,2.87,26.33,54.61,3.49
271623002471299,47.0643,-95.9458,2020-06-20,25.65,30.31,20.99,6.62,25.62,57.35,0.3
271623002471299,47.0643,-95.9458,2020-06-21,22.26,26.57,17.95,0.0,22.63,57.92,3.11
271623002471299,47.0643,-95.9458,2020-06-22,28.07,31.54,24.6,2.82,27.03,66.43,1.29
271623002471299,47.0643,-95.9458,2020-06-23,29.03,33.48,24.58,0.09,23.25,74.5,2.78
271623002471299,47.0643,-95.9458,2020-06-24,24.46,29.27,19.65,0.0,25.54,60.38,4.14
271623002471299,47.0643,-95.9458,2020-06-25,26.99,30.59,23.39,0.0,21.61,59.45,3.72
271623002471299,47.0643,-95.9458,2020-06-26,24.88,28.56,21.2,0.0,22.21,51.96,5.75
271623002471299,47.0643,-95.9458,2020-06-27,25.6,27.94,23.26,0.0,20.74,66.75,5.74
271623002471299,47.0643,-95.9458,2020-06-28,24.27,28.92,19.62,0.0,22.14,54.62,4.43
271623002471299,47.0643,-95.9458,2020-06-29,25.35,29.07,21.63,0.0,22.65,56.53,2.44
271623002471299,47.0643,-95.9458,2020-06-30,25.06,28.64,21.48,0.03,23.19,58.73,4.98
271623002471299,47.0643,-95.9458,2020-07-01,26.8,30.11,23.49,0.0,25.28,60.34,3.07
271623002471299,47.0643,-95.9458,2020-07-02,22.81,26.81,18.81,5.62,26.45,74.69,5.31
271623002471299,47.0643,-95.9458,2020-07-03,26.23,31.91,20.55,2.94,23.88,49.07,2.95
271623002471299,47.0643,-95.9458,2020-07-04,24.78,26.86,22.7,0.0,24.32,63.81,2.03
271623002471299,47.0643,-95.9458,2020-07-05,28.71,31.06,26.36,0.96,18.78,51.99,3.03
271623002471299,47.0643,-95.9458,2020-07-06,24.31,27.67,20.95,0.0,24.94,64.92,5.56
271623002471299,47.0643,-95.9458,2020-07-07,28.35,33.97,22.73,0.0,25.54,58.09,1.25
271623002471299,47.0643,-95.9458,2020-07-08,26.89,29.48,24.3,0.0,21.84,49.34,2.48
271623002471299,47.0643,-95.9458,2020-07-09,25.35,30.44,20.26,0.0,22.18,60.5,1.47
271623002471299,47.0643,-95.9458,2020-07-10,20.9,25.16,16.64,3.41,25.21,67.49,2.41
271623002471299,47.0643,-95.9458,2020-07-11,26.88,30.65,23.11,0.0,24.12,59.66,4.5
271623002471299,47.0643,-95.9458,2020-07-12,24.22,28.03,20.41,0.0,23.2,61.63,3.48
271623002471299,47.0643,-95.9458,2020-07-13,29.65,34.11,25.19,0.0,19.53,50.15,4.44
271623002471299,47.0643,-95.9458,2020-07-14,27.82,31.62,24.02,3.69,18.03,56.08,5.54
271623002471299,47.0643,-95.9458,2020-07-15,26.99,29.4,24.58,1.47,23.82,57.91,2.27
271623002471299,47.0643,-95.9458,2020-07-16,27.37,31.12,23.62,0.0,24.69,55.35,3.87
271623002471299,47.0643,-95.9458,2020-07-17,25.07,28.71,21.43,0.0,24.4,48.47,2.47
271623002471299,47.0643,-95.9458,2020-07-18,25.94,28.32,23.56,1.17,22.13,58.08,1.84
271623002471299,47.0643,-95.9458,2020-07-19,30.72,34.05,27.39,0.53,19.96,47.7,7.18
271623002471299,47.0643,-95.9458,2020-07-20,25.7,30.08,21.32,1.3,20.34,49.88,5.86
271623002471299,47.0643,-95.9458,2020-07-21,27.91,33.23,22.59,4.04,19.18,48.64,3.64
271623002471299,47.0643,-95.9458,2020-07-22,24.35,27.8,20.9,0.0,23.62,64.36,7.55
271623002471299,47.0643,-95.9458,2020-07-23,24.64,27.19,22.09,0.0,22.59,62.1,3.43
271623002471299,47.0643,-95.9458,2020-07-24,27.01,32.54,21.48,0.0,17.63,52.98,6.19
271623002471299,47.0643,-95.9458,2020-07-25,28.0,30.65,25.35,5.14,24.03,61.81,3.16
271623002471299,47.0643,-95.9458,2020-07-26,23.92,28.63,19.21,0.0,23.13,53.94,4.42
271623002471299,47.0643,-95.9458,2020-07-27,26.22,30.36,22.08,0.0,19.32,63.36,2.43
271623002471299,47.0643,-95.9458,2020-07-28,27.41,33.2,21.62,2.15,19.88,58.59,5.44
271623002471299,47.0643,-95.9458,2020-07-29,19.71,24.98,14.44,0.52,20.72,60.17,6.15
271623002471299,47.0643,-95.9458,2020-07-30,28.28,30.69,25.87,6.59,19.47,57.24,6.48
271623002471299,47.0643,-95.9458,2020-07-31,25.19,27.78,22.6,0.0,26.99,65.59,3.65
271623002471299,47.0643,-95.9458,2020-08-01,23.67,25.78,21.56,0.0,22.21,54.42,3.99
271623002471299,47.0643,-95.9458,2020-08-02,28.21,30.32,26.1,6.28,21.31,52.0,1.85
271623002471299,47.0643,-95.9458,2020-08-03,27.02,32.34,21.7,0.51,22.84,57.96,2.43
271623002471299,47.0643,-95.9458,2020-08-04,26.6,29.62,23.58,2.72,21.19,59.02,2.18
271623002471299,47.0643,-95.9458,2020-08-05,27.05,30.25,23.85,0.0,22.36,48.02,5.29
271623002471299,47.0643,-95.9458,2020-08-06,24.19,29.81,18.57,0.06,21.23,54.59,3.89
271623002471299,47.0643,-95.9458,2020-08-07,26.87,31.33,22.41,0.0,22.86,50.34,5.11
271623002471299,47.0643,-95.9458,2020-08-08,30.92,33.19,28.65,0.0,24.13,36.79,3.79
271623002471299,47.0643,-95.9458,2020-08-09,22.62,26.5,18.74,13.33,19.7,60.66,4.27
271623002471299,47.0643,-95.9458,2020-08-10,25.37,30.3,20.44,4.94,18.16,60.09,2.66
271623002471299,47.0643,-95.9458,2020-08-11,27.7,32.95,22.45,0.0,21.13,62.46,2.35
271623002471299,47.0643,-95.9458,2020-08-12,23.33,28.58,18.08,0.0,16.8,62.35,2.36
271623002471299,47.0643,-95.9458,2020-08-13,24.16,26.96,21.36,0.0,20.71,69.77,3.27
271623002471299,47.0643,-95.9458,2020-08-14,27.32,30.33,24.31,0.7,19.64,52.37,6.05
271623002471299,47.0643,-95.9458,2020-08-15,25.52,28.02,23.02,0.0,18.04,71.26,2.42
271623002471299,47.0643,-95.9458,2020-08-16,25.8,31.69,19.91,0.0,18.05,43.03,4.05
271623002471299,47.0643,-95.9458,2020-08-17,19.2,24.11,14.29,0.0,18.88,49.39,2.33
271623002471299,47.0643,-95.9458,2020-08-18,21.36,23.68,19.04,1.18,18.66,54.64,3.05
271623002471299,47.0643,-95.9458,2020-08-19,22.42,24.59,20.25,1.39,16.97,67.87,3.99
271623002471299,47.0643,-95.9458,2020-08-20,29.11,31.41,26.81,1.44,18.23,65.36,1.85
271623002471299,47.0643,-95.9458,2020-08-21,24.2,28.63,19.77,0.11,18.43,74.32,5.07
271623002471299,47.0643,-95.9458,2020-08-22,21.03,25.3,16.76,3.58,20.51,69.06,3.54
271623002471299,47.0643,-95.9458,2020-08-23,22.72,26.84,18.6,0.0,15.28,58.26,3.08
271623002471299,47.0643,-95.9458,2020-08-24,25.31,29.31,21.31,0.0,21.05,56.17,3.56
271623002471299,47.0643,-95.9458,2020-08-25,21.83,27.82,15.84,0.0,20.94,70.09,3.13
271623002471299,47.0643,-95.9458,2020-08-26,25.28,29.09,21.47,1.81,21.48,72.46,5.19
271623002471299,47.0643,-95.9458,2020-08-27,22.77,26.16,19.38,0.0,16.1,45.99,3.17
271623002471299,47.0643,-95.9458,2020-08-28,23.63,29.34,17.92,4.78,14.58,58.3,3.96
271623002471299,47.0643,-95.9458,2020-08-29,21.46,26.62,16.3,0.0,18.89,55.24,3.52
271623002471299,47.0643,-95.9458,2020-08-30,21.84,26.29,17.39,0.0,14.44,51.09,9.52
271623002471299,47.0643,-95.9458,2020-08-31,19.94,25.02,14.86,0.23,14.27,74.01,3.63
271623002471299,47.0643,-95.9458,2020-09-01,16.68,20.06,13.3,4.45,18.27,59.59,3.27
271623002471299,47.0643,-95.9458,2020-09-02,22.61,28.25,16.97,0.0,16.38,66.23,4.61
271623002471299,47.0643,-95.9458,2020-09-03,20.86,25.7,16.02,0.0,18.67,78.9,2.84
271623002471299,47.0643,-95.9458,2020-09-04,20.54,25.08,16.0,0.38,15.04,59.98,5.75
271623002471299,47.0643,-95.9458,2020-09-05,17.66,23.43,11.89,0.0,16.42,56.4,1.99
271623002471299,47.0643,-95.9458,2020-09-06,15.1,19.35,10.85,0.08,13.33,74.45,4.61
271623002471299,47.0643,-95.9458,2020-09-07,15.39,20.46,10.32,0.0,14.42,57.55,2.65
271623002471299,47.0643,-95.9458,2020-09-08,16.87,22.7,11.04,0.0,14.46,67.82,1.85
271623002471299,47.0643,-95.9458,2020-09-09,17.73,19.97,15.49,0.0,16.7,58.48,4.1
271623002471299,47.0643,-95.9458,2020-09-10,16.02,20.89,11.15,5.33,14.26,68.18,3.88
271623002471299,47.0643,-95.9458,2020-09-11,15.21,18.49,11.93,0.0,17.76,63.47,5.13
271623002471299,47.0643,-95.9458,2020-09-12,18.8,22.34,15.26,0.76,16.44,67.4,3.34
271623002471299,47.0643,-95.9458,2020-09-13,15.26,18.51,12.01,1.81,17.99,55.05,3.84
271623002471299,47.0643,-95.9458,2020-09-14,16.28,22.06,10.5,0.0,15.42,70.0,3.78
271623002471299,47.0643,-95.9458,2020-09-15,15.67,19.65,11.69,2.72,15.39,54.95,4.34
271623002471299,47.0643,-95.9458,2020-09-16,17.36,22.89,11.83,3.65,12.4,59.46,5.13
271623002471299,47.0643,-95.9458,2020-09-17,14.02,18.23,9.81,0.0,13.7,51.4,3.93
